ID,Title,Author,Date,Genre,Form,Nb of tokens (c.)
palissot-philosophes,Les Philosophes,110254715,1760,comedy,verse,11171
corneillet-amour-a-la-mode,L'Amour à la Mode,000000012281648X,1651,comedy,verse,18111
gosse-auteur-dans-son-menage,L'Auteur dans son Ménage,62993977,1798,comedy,mixte,5727
marivaux-reunion-des-amours,La Réunion des Amours,121458289,1732,,prose,6356
carmontelle-ecrivain,L'Ecrivain des Charniers.,79771756,1771,proverbe,prose,6269
carcassonne-le-mariage-des-fleurs,Le Mariage des Fleurs,0000 0001 1756 1275,1887,comedy,verse,3632
fabie-moliere-montespan,Molière et Montespan,,1882,comedy,verse,6332
scudery-arminius,Arminius ou Les Frères Ennemis,121441372,1644,tragedy,verse,15613
dancourt-opera-de-village,L'Opéra de Village,110220873,1693,comedy,prose,6088
corneillep-horace,Horace,121296128,1641,tragedy,verse,18169
baro-celinde,Célinde,104224042,1629,tragicomedy,prose,25288
garniert-trois-damis,Les Trois Damis Comédie-Proverbe en un Acte,83709277,1785,proverbe,prose,3095
carriere-doisin-journee-de-titus,La Journée de Titus ou Le Bon Prince,,1790,drama,prose,4503
caylus-bordel,Le Bordel ou Le Jean-Foutre Puni,,1747,comedy,prose,10957
musset-lorenzaccio,Lorenzaccio,121334059,1834,drama,prose,38806
beaunoir-cacophonie,La Cacophonie,121017547,1779,comedy,prose,6438
desfontaines-veritable-semiramis,La Véritable Sémiramis,79800158,1647,tragedy,verse,16163
gonnet-clementine,Clémentine ou Les Membres d'Honneur,459540933,1858,dialogue,verse,2229
la-fosse-manlius,Manlius Capitolinus,377467517,1747,tragedy,verse,12691
carmontelle-aveugle-avare,L'Aveugle Avare,79771756,1781,proverbe,prose,3072
labiche-leroy-brulons-voltaire,Brûlons Voltaire !,0000000122775040 0000000057178871,1874,comedy,prose,7646
ormoy-zelmis,"Zelmis, ou La Jeune Sauvage",418964211,1780,,mixte,4761
carmontelle-abbe-de-platre,L'Abbé de Plâtre,79771756,1781,comedy,prose,6389
corneillep-galerie-du-palais,La Galerie du Palais,121296128,1637,comedy,verse,16936
rousseaujb-jason,"Jason, ou La Toison d'or",000000012095992X,1694,opera,verse,6567
marivaux-heureux-stratageme,L'Heureux Stratagème,121458289,1733,comedy,prose,16803
aubignac-pucelle-prose,La Pucelle d'Orléans,118752874,1642,tragedy,prose,19393
dorat-celibataire,Le Célibataire,,1776,comedy,verse,19639
fagan-pupille,La Pupille,81561395,1734,comedy,mixte,8012
dufresny-regnard-chinois,"Les Chinois, Comédie en Quatre Actes",,1692,comedy,mixte,10879
grevin-tresoriere,La Trésorière,117542496,1561,comedy,verse,10085
carmontelle-suisse-malade,Le Suisse Malade,79771756,1771,proverbe,prose,1818
moliere-monsieur-pourceaugnac,Monsieur de Pourceaugnac,123197131,1665,,mixte,13492
scribe-potemkin,Potemkin,000000012122970X,1861,,prose,8090
boursault-fete-de-la-seine,La Fête de la Seine,83429101,1690,,verse,1470
quinault-fetes-amour-bacchus,Les Fêtes de l'Amour et de Bacchus,120962483,1672,,verse,5688
mareschala-dictateur-romain,Le Dictateur Romain,371567007,1646,tragedy,verse,16680
corneillep-veuve,La Veuve,121296128,1682,comedy,verse,18847
lesage-mariages-de-canada,Les Mariages de Canada,121258113,1737,comedy,prose,6135
nadaud-proverbe-manque,Le Proverbe Manqué,000000012281664X,1881,comedy,verse,1282
stael-signora-fantastici,La Signora Fantastici,122591946,1821,proverbe,prose,4343
carmontelle-suisse-de-porte,Le Suisse de Porte et le Portrait.,79771756,1771,proverbe,prose,1823
corneillet-maximian,Maximian,000000012281648X,1662,tragedy,verse,17152
bernard-brutus,Brutus,66448802,1691,tragedy,verse,14948
racine-berenice,Bérénice,123212338,1671,tragedy,verse,14973
carmontelle-chanteur-italien,Le Chanteur Italien,79771756,1771,proverbe,prose,1942
favart-anglais-de-bordeaux,L'Anglais à Bordeaux,121266500,1743,comedy,verse,9894
courteline-ecole-des-mufles,L'Ecole des Mufles,121452784,1894,saynete,prose,860
montchretien-aman,Aman,109271876,1601,tragedy,verse,16565
la-calprenede-comte-d-essex,Le Comte d'Essex,78201751,1654,tragedy,verse,15877
cros-maitre-d-armes,Le Maître d'Armes,121229320,1881,monologue,prose,1760
pure-ostorius,Ostorius,,1659,tragedy,verse,15119
berton-homme-qui-a-tue-la-mort,L'Homme qui A Tué la Mort,49811868,1928,,prose,8504
goullinet-trois-aveugles,Les Trois Aveugles,,1783,comedy,prose,6796
blemont-valade-barbier-de-moliere,Le Barbier de Pézenas,0000000080861601 0000000052772943,1897,comedy,verse,5745
feydeau-patte-en-l-air,Patte-en-l'Air,121184695,1882,monologue,prose,961
laforgue-noce-de-pierrot,La Noce de Pierrot,108861823,1927,comedy,prose,2180
millot-moliere-et-sa-servante,Molière et sa Servante,,1903,comedy,verse,1370
perrault-dialogue-de-l-amour-et-de-l-amitie,Dialogue de l'Amour et de l'Amitié,0000 0001 2127 2484,1665,dialogue,mixte,8234
voltaire-pandore,Pandore,121280652,1762,opera,verse,5014
mongin-promenades-de-paris,Les Promenades de Paris,,1695,comedy,mixte,13886
baro-prince-fugitif,Le Prince Fugitif,104224042,1649,tragicomedy,verse,13722
crebillon-atree-thyeste,Atrée et Thyeste,121031197,1707,tragedy,verse,13996
lafont-trois-freres-rivaux,Les Trois Freres Rivaux,55091721,1710,comedy,verse,7148
carbon-de-flins-mari-directeur,Le Mari Directeur ou Le Déménagement du Couvent,,1791,comedy,verse,5276
corneillep-cinna,Cinna (1682),121296128,1682,tragedy,verse,17847
sacy-vive-la-vie,Vive la Vie,83390649,1778,,prose,4377
urfe-sylvanire,Sylvanire,121008616,1627,,verse,48089
armand-cri-nature,Le Cri de la Nature,61579133,1771,comedy,verse,8607
chabanon-eudoxie,Eudoxie,108798692,1769,tragedy,verse,13180
corneillet-mort-empereur-commode,La Mort de l'Empereur Commode,000000012281648X,1657,tragedy,verse,16886
lesage-crispin-rival-de-son-maitre,Crispin un Rival de son Maitre,121258113,1707,comedy,prose,9744
lemierre-veuve-malabar,La Veuve du Malabar,121441727,1770,tragedy,verse,13535
bertaut-le-jugement-de-job-et-d-uranie,Le Jugement de Job et d'Uranie,,1643,comedy,verse,1797
vade-poirier,Le Poirier,122775219,1752,,mixte,5629
chevalier-amours-de-calotin,Les Amours de Calotin,390636290,1664,comedy,verse,10904
gabriel-laboullaye-josephine,Joséphine ou Le Retour de Wagram,,1830,opera,mixte,6115
blemont-moliere-en-bonne-fortune,Molière en Bonne Fortune,80861601,1897,,verse,5694
genlis-tendresse-maternelle,"La Tendresse Maternelle, Comédie en un Acte",121386051,1781,comedy,prose,6178
vessaire-caquire,Caquire,67134,1783,,verse,19344
genlis-agar,Agar dans le Désert,121386051,1829,comedy,prose,2091
garniert-brunon,Brunon,83709277,1785,drama,prose,4973
duvauchel-samedi-soir,Un Samedi Soir,0000000121229320 0000000055094287,1881,monologue,verse,944
dufresny-mariage-fait-et-rompu,Le Mariage Fait et Rompu,140935001,1721,comedy,verse,10190
marivaux-legs,Le Legs,121458289,1736,comedy,prose,12023
la-motte-matrone-d-ephese,La Matrone d'Ephèse,000000012124458X,1702,comedy,prose,6131
bernardt-sacoche,"Le Prétendant, Pièce en un Acte",121371490,1930,,verse,1122
moliere-sicilien,Le Sicilien,123197131,1655,comedy,mixte,5959
anonyme-voila-bien-le-diable,Oh ! Voilà Bien le Diable !,,1772,comedy,mixte,3548
feydeau-jure,Le Juré,121184695,1887,monologue,verse,2122
la-fontaine-astree,Astrée,79848856,1691,,verse,5551
palissot-barbier-de-bagdad,Le Barbier de Bagdad,110254715,1760,comedy,prose,7054
carmontelle-pleureurs-d-homere,Les Pleureurs d'Homère,79771756,1768,proverbe,prose,1405
garniert-bon-papa,Le Bon Papa,83709277,1785,proverbe,prose,2049
quinault-atys,Atys,120962483,1676,tragedy,verse,9505
desjardins-favori,Le Favori,000000010928276X 0000000123478574,1665,tragicomedy,verse,13349
monselet-rhumatisme,Le Rhumatisme,109052286,1881,comedy,prose,1487
dufresny-esprit-de-contradiction,L'Esprit de Contradiction,140935001,1700,comedy,prose,7112
marivaux-provinciale,La Provinciale,121458289,1750,comedy,prose,11704
dumaniant-francais-en-huronie-1787,Le Français en Huronie,80936618,1787,comedy,verse,5800
donneau-de-vise-corneille-devineresse,La Devineresse,0000000108664651 000000012281648X,1680,comedy,prose,30653
ozicourt-romeo-juliette,Roméo et Juliette,,1771,drama,verse,13366
moissy-poches,Les Poches.,83521936,1769,proverbe,prose,3491
boyer-mort-enfants-brute,La Mort des Enfants de Brute,115711997,1648,tragedy,verse,12849
carmontelle-statue,La Statue.,79771756,1822,proverbe,prose,3494
scudery-amour-tyran,L'Amour Tyrannique,121441372,1640,tragicomedy,verse,18297
voltaire-tancrede,Tancrède,121280652,1760,tragedy,verse,16466
moissy-prejuges,Les Préjugés,83521936,1769,proverbe,prose,4339
archambault-jocrisse-change,Jocrisse Changé de Condition,122816594,1799,comedy,prose,10341
la-fontaine-daphne,Daphné,79848856,1682,opera,verse,8862
sacy-quine,La Quine,83390649,1778,,prose,4568
anonyme-zelamire,Zélamire,,1786,comedy,verse,7348
bernardt-maison-du-crime,La Maison du Crime,121371490,1936,comedy,prose,993
beaunoir-venus,Vénus Pélerine,121017547,1778,comedy,prose,6601
dancourt-folle-enchere,La Folle Enchère,110220873,1690,comedy,prose,8824
garniert-deux-pates,Les Deux Pâtés,83709277,1785,proverbe,prose,3099
zola-madeleine,Madeleine,120958660,1875,drama,prose,8523
carmontelle-almenorade,Alménorade,79771756,1771,proverbe,verse,1477
corneillep-nicomede,Nicomède,121296128,1651,tragedy,verse,18012
moliere-psyche,Psyché,0000000123197131 0000000121296128 0000000120962483 0000000120991997,1671,tragicomedy,verse,17336
pages-moliere-a-pezenas,Molière à Pézénas,,1866,,verse,3939
boyer-judith,Judith,115711997,1695,tragedy,verse,14309
archambault-etrennes,"Les Etrennes de l'Amitié, de l'Amour et de la Nature",122816594,1783,comedy,verse,7068
nittis-au-declin,Au Déclin,0000 0000 0168 1531,1895,,prose,3274
donneau-de-vise-delie,Délie,108664651,1668,,verse,15166
gouges-moliere-ninon,Molière chez Ninon,120171868,1788,,prose,34316
la-calprenede-hermenegilde,Herménégilde,78201751,1644,tragedy,prose,15222
bizet-boites,"Les Boîtes, ou La Conspiration des Mouchoirs, Divertissement-Vaudeville",54886207,1796,comedy,mixte,4398
moliere-misanthrope,Le Misanthrope,123197131,1667,comedy,verse,22321
saint-just-petite-maison,L'Esprit des Moeurs au Dix-Huitième Siécle,83775688,1790,proverbe,mixte,24868
carmontelle-peintre-en-cul-de-sac,Le Peintre en Cul-de-sac.,79771756,1822,proverbe,prose,2124
feydeau-enfants,Les Enfants,121184695,1887,monologue,verse,530
du-ryer-clitophon,Clitophon,110211360,1632,tragicomedy,verse,16754
carmontelle-lievre,Le Lièvre,79771756,1768,proverbe,prose,3211
genlis-curieuse,La Curieuse,121386051,1847,comedy,prose,11735
dancourt-trahison-punie,La Trahison Punie,110220873,1707,comedy,verse,17305
carmontelle-histoire,L'Histoire.,79771756,1822,proverbe,prose,1644
dancourt-vert-galant,Le Vert-Galant,110220873,1699,comedy,prose,8565
du-ryer-themistocle,Thémistocle,110211360,1648,tragedy,verse,17770
hus-ingenu,"L'Ingénu, ou Le Sauvage du Canada",11769115,1805,,prose,5490
montalembert-statue,La Statue,81356906,1784,comedy,mixte,7788
regnard-carnaval-de-venise,Le Carnaval de Venise,000000012118509X,1699,,verse,5419
aigueberre-pan-et-doris,Pan et Doris Pastorale,61310011,1729,,verse,2211
bideau-de-montigny-semiramis,Sémiramis,,1749,,verse,3246
dufresny-mal-assortis,Les Mal-Assortis,140935001,1693,comedy,mixte,6963
carmontelle-auteur-avantageux,L'Auteur Avantageux.,79771756,1768,proverbe,prose,1729
vander-burch-proces-racine-conciliateur,"Le Procès, ou Racine Conciliateur",110279680,1822,comedy,mixte,5140
blanc-supplice-d-un-paysan,Lou Supplice d'un Paysan,,1865,monologue,verse,1871
voltaire-sophonisbe,Sophonisbe,121280652,1774,tragedy,verse,12452
dufresny-faux-instinct,Le Faux Instinct,140935001,1707,comedy,prose,10087
diderot-fils-naturel,Le Fils Naturel,000000012133370X,1757,drama,prose,17331
baculard-coligni,Le Coligny,109272182,1744,tragedy,verse,15436
moline-legislatrices,Les Legislatrices,,1765,comedy,verse,4987
quinault-temple-de-la-paix,Le Temple de la Paix Ballet Dansé Devant sa Majesté à Fontainebleau le [15] d'Octobre 1685.,120962483,1685,,verse,4241
grandval-eunuque,L'Eunuque ou La Fidèle Infidélité,79725944,1755,,mixte,6103
bayart-romieu-moliere-au-theatre,Molière au Théâtre,121381437,1824,comedy,verse,7191
dancourt-ete-des-coquettes,L'Eté des Coquettes,110220873,1754,comedy,prose,7311
carmontelle-boudoir,Le Boudoir.,79771756,1768,proverbe,prose,2550
laignelot-agis,Agis,,1782,tragedy,verse,11952
dorneval-lesage-opera-comique,L'Opéra Comique Assiégé,0000000121298262 0000000121258113,1730,,mixte,3890
cros-autrefois,Autrefois,121229320,1881,monologue,prose,748
marivaux-acteurs-de-bonne-foi,Les Acteurs de Bonne Foi,121458289,1757,comedy,prose,7063
genlis-retour-de-tobie,Le Retour du Jeune Tobie,121386051,1829,comedy,prose,3500
du-ryer-nitocris,Nitocris Reine de Babylone,110211360,1650,tragicomedy,verse,15132
genlis-ruth-noemi,Ruth et Noémi,121386051,1829,comedy,prose,6412
saint-foix-oracle,L'Oracle,108847300,1775,comedy,prose,4918
monchretien-ecossaise-1604,Tragédie de la Reine d'Ecosse,109271876,1604,tragedy,verse,15585
lescarbot-neptune,Le Théâtre de Neptune en la Nouvelle-France,118273056,1612,,verse,2070
nadal-mariamne,Mariamne,118100825,1725,tragedy,verse,13123
sacy-nouvellistes,Les Nouvellistes,83390649,1778,,prose,4032
dufresny-adieux-des-officiers,Les Adieux des Officiers,140935001,1693,comedy,mixte,6084
pradon-mort-de-bajazet,Tamerlan ou La Mort de Bajazet,63096,1676,tragedy,verse,15357
vade-canadienne,La Canadienne,122775219,1758,comedy,verse,7696
hauteroche-cocher-suppose,Le Cocher Supposé,81559818,1684,comedy,prose,8119
artaud-centenaire-moliere,Le Centenaire de Molière,,1773,comedy,mixte,8085
corneillet-bradamante,Bradamante,000000012281648X,1695,tragedy,verse,11669
marivaux-ile-de-la-raison,L'Ile de la Raison ou Les Petits Hommmes,121458289,1727,comedy,prose,19447
voltaire-droit-du-seigneur,Le Droit du Seigneur,121280652,1763,comedy,verse,16772
mareschala-railleur,Le Railleur,371567007,1638,comedy,verse,19436
dufresny-regnard-suite-foire-saint-germain,"La Suite de la Foire Saint-Germain, ou Les Momies d'Egypte, Comédie",,1696,comedy,mixte,6639
voltaire-originaux,Les Originaux ou Monsieur du Cap-Vert,121280652,1732,comedy,prose,15209
moliere-melicerte,Mélicerte,123197131,1682,,verse,6656
du-ryer-alcimedon,Alcimedon,110211360,1636,tragicomedy,verse,16334
dumaniant-francais-en-huronie,Le Français en Huronie,80936618,1778,comedy,verse,6203
baro-clarimonde,Clarimonde,104224042,1643,tragicomedy,verse,15546
garniert-bourse,La Bourse de Louis,83709277,1785,proverbe,prose,2288
gudin-lothaire,Lothaire et Valrade,,1759,tragedy,verse,16345
favart-parmentier-hipolyte-aricie,Hipolyte et Aricie,0000000121266500 0000000382030301,1742,,verse,5315
lebeau-de-schosne-assemblee,L'Assemblée,,1773,comedy,verse,5550
pacaroni-bajazet-premier,Bajazet Premier,,1739,tragedy,verse,12341
bernardt-pieds-nickeles,Les Pieds Nickelés,121371490,1895,comedy,prose,7801
dancourt-tuteur,Le Tuteur,110220873,1694,comedy,prose,8939
moissy-malheur-imprevu,Le Malheur Imprévu,83521936,1769,proverbe,prose,3950
corneillep-illusion-comique,L'Illusion Comique,121296128,1639,comedy,verse,16706
villiers-festin-de-pierre,Le Festin de Pierre,109002473,1660,tragicomedy,verse,16362
desmarets-visionnaires,Les Visionnaires,122760922,1639,comedy,verse,21933
montchretien-hector,Hector,109271876,1604,tragedy,verse,26032
piis-cassandre-astrologue,Cassandre Astrologue,83424319,1780,,verse,4824
sommerive-bajazet,Bajazet,,1741,tragedy,verse,17305
moliere-ecole-des-femmes,L'Ecole des Femmes,123197131,1663,comedy,verse,18208
corneillet-timocrate,Timocrate,000000012281648X,1662,tragedy,verse,19358
racine-phedre,Phèdre (1697),123212338,1697,tragedy,verse,15238
sand-moliere,Molière,121309531,1851,comedy,prose,37104
rotrou-sosies,Les Sosies,122831639,1638,comedy,verse,17406
barbier-ombre-de-moliere,L'Ombre de Molière,,1847,,verse,5306
hugues-maison-du-dimanche,La Maison des Dimanches,000000004101141X,1906,comedy,verse,3757
robinet-panegyrique-ecole-des-femmes,Panégyrique de l'Ecole des Femmes,,1664,comedy,mixte,15074
panard-rien,Le Rien,80162827,1753,,mixte,1454
donnay-eux,Eux ! Saynète,0000 0001 1022 8218,1891,saynete,prose,3519
mareschala-genereuse-allemande-2,La Généreuse Allemande,371567007,1631,tragicomedy,verse,26460
carmontelle-chapon-au-gro-sel,Le Chapon au Gros Sel.,79771756,1822,proverbe,prose,1339
l-estoile-belle-esclave,La Belle Esclave,121355685,1643,tragicomedy,verse,16836
rotrou-hercule-mourant,Hercule Mourant,122831639,1636,tragedy,verse,15272
aubignac-pucelle,La Pucelle d'Orléans,0000000118752874 0000000080815445 0000000079766287,1642,tragedy,verse,15111
gonnet-angelique,Angélique ou Les Avantages de la Congrégation,459540933,1858,dialogue,verse,1183
garniert-marianne,Marianne ou Les Dangers de l'Inexpérience,83709277,1785,proverbe,prose,3651
dorneval-lesage-reine-de-barostan,La Reine du Barostan,121298262,1730,,mixte,5254
rotrou-cosroes,Cosroës,122831639,1649,tragedy,verse,14758
marivaux-triomphe-plutus,Le Triomphe de Plutus,121458289,1739,comedy,prose,6702
liquier-amour-electrique,Un Amour Electrique,122792641,1882,monologue,prose,3937
dancourt-chevalier-a-la-mode,Le Chevalier à la Mode,110220873,1687,comedy,prose,22468
leclercq-folle,La Folle,000000012126082X,1830,proverbe,prose,6707
carmontelle-portrait,Le Portrait,79771756,1771,proverbe,prose,4169
beissier-docteur-cornibus,Docteur Cornibus,0000 0001 1474 4543,1894,comedy,prose,3129
dancourt-comedie-comediens,La Comédie des Comédiens,110220873,1710,comedy,mixte,17891
carcassonne-les-heures,Les Heures,0000 0001 1756 1275,1889,comedy,prose,1487
moliere-amphitryon,Amphitryon,123197131,1668,comedy,verse,16101
saint-gilles-dialogue,Dialogue,,1709,dialogue,prose,619
moliere-comtesse-escarbagnas,La Comtesse d'Escarbagnas,123197131,1671,comedy,prose,6250
garniert-adelaide,Adélaïde ou Les Combats de l'Amour et du Préjugé,83709277,1785,proverbe,prose,2559
anonyme-sermon-joyeux,Sermon Joyeux de Bien Boire,,1545,farce,verse,2575
gueullette-leandre-hongre,Léandre Hongre,122783489,1720,,prose,5917
fournier-fille-de-moliere,La Fille de Molière,118721744,1863,comedy,verse,7677
patrat-vengeance,La Vengeance,,1798,comedy,verse,7687
corneillet-baron-d-albikrac,Le Baron d'Albikrac,000000012281648X,1669,comedy,verse,18983
regnard-folies-amoureuses,Les Folies Amoureuses,000000012118509X,1696,comedy,verse,15885
courteline-allo,Allo,121452784,1892,saynete,prose,956
poulhariez-taciturne,Le Taciturne,,1778,comedy,verse,6003
carmontelle-les-epoux-malheureux,Les Epoux Malheureux,79771756,1771,proverbe,prose,4027
fagan-momus-a-paris,Momus à Paris,81561395,1770,,mixte,3954
regnard-menechmes,"Les Ménechmes, ou Les Jumeaux",000000012118509X,1705,comedy,verse,21520
pg-carnaval-du-baron,Le Carnaval du Baron de Papaver,,1889,proverbe,verse,2872
saint-evremond-comedie-des-academiciens,La Comédie des Académiciens,356744298,1650,comedy,verse,5744
cubieres-palmezeaux-oreste,Oreste et les Furies,000000008135744X,1786,,prose,4458
chazet-dupaty-arlequin-journaliste,Arlequin Journaliste,122768027,1797,comedy,mixte,7288
courteline-incendie,L'Incendie,121452784,1894,saynete,prose,711
rotrou-cleagenor,Cléagénor et Doristée,122831639,1634,,verse,15114
mairet-athenais,Athénaïs,120990425,1642,tragicomedy,verse,16789
corneillet-geolier-de-sois-meme,Le Geôlier de Soi-Même,000000012281648X,1655,comedy,verse,17400
desjardins-manlius,Manlius,000000010928276X,1662,tragicomedy,verse,14422
le-senne-reveil-corneille,Le Réveil de Corneille,83681868,1916,,verse,3710
delavigne-famille-temps-luther,Une Famille au Temps de Luther,108666323,1877,tragedy,verse,13869
boyer-jeune-marius,Le Jeune Marius,115711997,1670,tragedy,verse,16391
garniert-etrennes,Les Etrennes,83709277,1785,proverbe,prose,3070
beaunoir-prince-ramoneur,"Le Ramoneur Prince, et le Prince Ramoneur",121017547,1786,comedy,prose,7627
voltaire-oreste,Oreste,121280652,1750,tragedy,verse,19075
rotrou-captifs,Les Captifs,122831639,1640,comedy,verse,16775
radet-raboteau-avare-ami,L'Avare et son Ami,0000000108893665 0000000044318388,1801,comedy,mixte,6601
ecker-franc-macon-prisonnier,Le Franc-Maçon Prisonnier.,000000000151117X,1777,drama,prose,5224
corneillep-sophonisbe,Sophonisbe,121296128,1663,tragedy,verse,18200
donneau-de-vise-cocue-imaginaire,La Cocue Imaginaire,108664651,1660,comedy,verse,7803
dancourt-sancho,"Sancho Pança, Gouverneur",110220873,1712,comedy,verse,20363
boyer-tiridate,Tyridate,115711997,1649,tragedy,verse,15619
arene-naze,Mon Ami Naze,116684345,1881,monologue,prose,976
sacy-agnes-sorel,Agnès Sorel,83390649,1778,,prose,1689
carbon-de-flins-reveil-epimenide,Le Réveil d'Epiménide à Paris.,,1790,comedy,verse,7105
rotrou-belle-alphrede,La Belle Alphrède,122831639,1639,comedy,verse,18229
moliere-sganarelle,Sganarelle ou Le Cocu Imaginaire,123197131,1660,comedy,verse,12328
corneillep-cid,Le Cid,121296128,1682,tragedy,verse,20133
bruleboeuf-racine-chez-corneille,Racine chez Corneille,,1825,comedy,verse,8683
dancourt-diable-boiteux-suite,Second Chapitre du Diable Boiteux,110220873,1707,comedy,prose,9145
chauvin-ruses-et-trucs,Ruses et Trucs,,1881,comedy,prose,1766
quinault-roland,Roland,120962483,1685,opera,verse,9092
scarron-gardien-de-soi-meme,Le Gardien de Soi-Même,120990126,1654,comedy,verse,16615
dancourt-deroute-pharaon,La Déroute du Pharaon,110220873,1693,comedy,prose,12238
du-ryer-berenice,Bérénice,110211360,1635,tragicomedy,prose,15787
joly-cinq-mars,Cinq Mars et Richelieu,366138638,1863,monologue,verse,2003
dancourt-fete-de-village,La Fête de Village.,110220873,1700,comedy,prose,10665
regnard-retour-imprevu,Le Retour Imprévu,000000012118509X,1700,comedy,prose,9401
boniface-obelixe,L'Obelixe,78444374,1883,monologue,verse,823
boissy-comte-de-neuilly,Le Comte de Neuilly,80772860,1736,,verse,11884
joly-fouquet-a-la-bastille,Fouquet à la Bastille,366138638,1863,monologue,verse,1638
rousseaujb-ceinture-magique,La Ceinture Magique,000000012095992X,1701,comedy,prose,6430
kolb-soubrette-de-moliere,La Soubrette de Molière,,1898,monologue,verse,924
rotrou-agesilan,Agesilan de Colchos,122831639,1637,tragicomedy,verse,17011
gonnet-eugenie,Eugénie ou Le Zèle Victorieux,459540933,1858,dialogue,verse,1960
dufresny-joueuse,La Joueuse,140935001,1699,comedy,prose,15908
marivaux-colonie,La Colonie,121458289,1750,comedy,prose,9604
dancourt-foire-de-besons,La Foire de Besons,110220873,1694,comedy,mixte,11062
courteline-roland,Roland,121452784,1894,saynete,prose,1077
carmontelle-le-sot-heritier,Le Sot Héritier,79771756,1781,proverbe,prose,4584
dancourt-parisienne,La Parisienne,110220873,1691,comedy,prose,7324
cerou-amant-auteur,L'Amant Auteur et Valet,,1762,comedy,prose,8750
diderot-pere-de-famille,Le Père de Famille,000000012133370X,1758,comedy,prose,27914
guyot-de-merville-consentement-force,Le Consentement Forcé,,1739,comedy,mixte,8179
marivaux-arlequin-poli-par-l-amour,Arlequin Poli par l'Amour,121458289,1723,comedy,prose,8108
marivaux-felicie,Félicie,121458289,1750,comedy,prose,6055
racine-iphigenie,Iphigénie,123212338,1675,tragedy,verse,17423
aure-dipne,"Dipné, Infante D'Irlande. Tragédie",,1668,tragedy,verse,21917
du-ryer-esther,Esther,110211360,1644,tragedy,verse,16466
voltaire-zulime,Zulime,121280652,1801,tragedy,verse,14890
somaize-proces-precieuses,Le Procès des Précieuses en vers Burlesques,83742499,1660,comedy,verse,11858
montfleury-le-mariage-de-rien,Le Mariage de Rien,,1660,comedy,verse,6355
regnard-attendez-sous-l-orme,"Attendez-Moi sous l'Orme, Comédie",000000012118509X,1694,comedy,prose,8984
thibouville-thelamire,Thélamire,,1739,tragedy,verse,10854
carmontelle-bons,Les Bons,79771756,1768,proverbe,prose,2425
labiche-leroy-il-est-de-la-police,Il Est de la Police,0000000122775040 0000000057178871,1872,comedy,prose,8556
voltaire-tanis-zelide,Tanis et Zélide,121280652,1733,,verse,5287
du-ryer-saul,Saül,110211360,1642,tragedy,verse,15699
fuzelier-lesage-tableau-du-mariage,Le Tableau du Mariage,0000000121258113 0000000083620416,1712,,mixte,3696
becque-execution,Une Exécution,110421907,1924,comedy,prose,1710
bornier-quinze-janvier,Le Quinze Janvier,121381437,1860,,verse,2851
bonnetain-apres-le-divorce,Après le Divorce,108007969,1890,comedy,prose,5684
corneillet-festin-pierre,Le Festin de Pierre,000000012281648X,1677,comedy,verse,20077
moliere-precieuses-ridicules,Les Précieuses Ridicules,123197131,1660,comedy,prose,8789
ancelot-auger-une-seduction,Une Séduction,0000000110631090 0000 0000 7991 7356,1832,drama,mixte,13335
nadaud-oraison-funebre,L'Oraison Funèbre de Madame Bourgeois,000000012281664X,1881,comedy,prose,1325
saint-foix-hommes,Les Hommes,108847300,1753,,mixte,4022
boursault-marie-stuard,Marie Stuard,83429101,1691,tragedy,verse,15273
tristan-mort-seneque,La Mort de Sénèque,120310178,1645,tragedy,verse,16683
becque-corbeaux,Les Corbeaux Drame en Quatre Actes et en Prose,110421907,1924,drama,prose,30415
biancolelli-ecole-galante,L'Ecole Galante,000000007975178X,1711,comedy,verse,13707
duvaucuel-chapeau-bleu,Le Chapeau Bleu,,1881,comedy,verse,3941
moissy-habit-sans-galons,L'Habit sans Galons,83521936,1769,proverbe,prose,4249
sacy-medisance,La Médisance,83390649,1778,,prose,4721
ferrier-larme-d-auvergnat,Une Larme d'Auvergnat,,1881,comedy,prose,649
dancourt-divertissement-de-sceaux,Divertissement de Sceaux,110220873,1705,,verse,1681
segur-fou,Le Fou par Amour,121015330,1791,drama,verse,7246
marivaux-annibal,Annibal,121458289,1720,tragedy,verse,13627
marivaux-dispute,La Dispute,121458289,1747,comedy,prose,9033
mercier-destruction-de-la-ligue,La Destruction de la Ligue la Réduction de Paris.,121280441,1783,drama,prose,32805
feydeau-j-ai-mal-aux-dents,J'ai Mal aux Dents,121184695,1887,monologue,verse,533
moissy-piece-de-vers,La Pièce de vers ou Le Déjeuner des Académistes,83521936,1769,proverbe,prose,3942
anonyme-adam,Adam,,1170,,verse,11798
aigueberre-prologue,Les Trois Spectacles Prologue,61310011,1729,,prose,2109
regnard-arlequin-aux-enfers,"Arlequin aux Enfers, Comédie",000000012118509X,1689,comedy,prose,7225
beaunoir-amour-queteur,L'Amour Quêteur,121017547,1785,comedy,prose,5824
boursault-esope,Esope à la Cour,83429101,1701,,verse,21985
archambault-on-fait-ce-qu-on-peut,"On Fait ce qu'on Peut, Non pas ce qu'on Veut",122816594,1785,proverbe,prose,8378
baro-saint-eustache,Saint Eustache Martyr,104224042,1649,tragedy,verse,14612
